duration,src_bytes,dst_bytes,failed_logins,login_attempts,num_connections,same_srv_rate,diff_srv_rate,dst_host_count,packet_rate,label
265.61,5914,93025,0,3,41,0.92,0.1,1,139.95,0
5.45,1686,921,10,19,187,0.91,0.06,2,210.94,1
235.27,33543,63140,0,1,24,0.97,0.09,8,159.18,0
25.07,17300,81115,0,1,6,0.9,0.27,5,122.38,0
6.91,36694,89627,0,2,41,0.86,0.28,1,292.45,0
11.39,48538,50709,0,2,37,0.83,0.06,8,226.28,0
293.23,17151,69428,0,2,33,0.79,0.13,3,146.55,0
3.86,376,259,39,72,380,0.93,0.06,2,1257.11,1
4.77,969,910,3,29,121,1.0,0.01,5,216.7,1
255.48,19531,71750,0,1,37,0.86,0.27,8,461.48,0
129.38,12603,42879,0,3,20,0.96,0.0,8,293.99,0
231.83,26345,85559,0,1,31,0.8,0.13,10,367.26,0
9.28,364,338,17,46,41,0.96,0.03,5,290.92,1
165.72,6208,29551,0,1,30,0.98,0.19,3,254.2,0
159.74,40620,53797,0,1,36,0.87,0.14,5,348.08,0
256.06,12054,18007,0,2,8,0.89,0.19,5,353.23,0
1.21,375,723,30,27,111,0.99,0.05,4,135.02,1
297.99,39583,87772,0,2,36,0.81,0.14,7,336.53,0
127.23,25871,30054,0,2,42,0.92,0.19,8,95.84,0
0.863,471,3,0,0,392,0.5,0.87,81,218.71,1
216.65,622,83843,0,2,49,0.95,0.17,3,475.56,0
0.69,652,403,20,29,87,0.96,0.05,3,54.29,1
0.15,342,91,0,0,476,0.45,0.69,21,2866.5,1
1.22,365,60,0,0,461,0.48,0.81,31,2308.09,1
4.24,430,153,44,90,102,0.81,0.09,3,410.91,1
1.8,26581,7349,0,2,23,0.89,0.04,8,385.85,0
93.95,48722,35216,0,1,6,0.82,0.08,6,392.31,0
244.84,11282,30900,0,1,14,0.78,0.28,3,32.87,0
96.38,34341,81273,0,2,39,0.82,0.02,3,62.92,0
8.88,1699,862,18,33,129,0.92,0.04,2,438.62,1
82.56,9522,82339,0,1,41,1.0,0.26,2,234.97,0
0.495,238,91,0,0,165,0.18,0.65,36,258.57,1
4.34,294,274,27,68,177,0.84,0.08,2,1986.05,1
6.19,1857,826,15,38,114,1.0,0.01,4,176.06,1
44.3,29894,14260,0,1,17,0.85,0.07,3,24.56,0
111.46,24496,11582,0,1,21,0.77,0.24,1,471.28,0
50.85,38559,94751,0,2,34,0.7,0.2,7,420.48,0
0.172,91,23,0,0,660,0.1,0.8,96,622.48,1
172.89,6710,50851,0,2,33,0.84,0.07,4,161.02,0
10.8,17544,31395,0,1,35,0.73,0.07,10,352.76,0
280.59,7982,40950,0,2,7,0.8,0.05,9,92.02,0
64.31,27096,22538,0,1,47,0.83,0.1,10,46.93,0
0.894,61,32,0,0,656,0.28,0.99,121,4196.36,1
248.79,28547,56139,0,3,48,0.93,0.24,9,200.17,0
124.89,4767,76707,0,2,9,0.78,0.12,1,57.25,0
104.33,37022,96015,0,1,28,0.78,0.07,2,75.73,0
1.18,1775,501,30,8,152,0.92,0.05,1,164.43,1
134.84,46442,34746,0,3,47,0.81,0.27,2,413.42,0
0.975,167,176,0,0,445,0.1,0.95,27,2820.27,1
56.59,29539,77748,0,3,15,0.71,0.09,6,239.19,0
211.2,189,82322,0,1,25,0.97,0.1,1,155.33,0
1.454,300,139,0,0,108,0.35,0.69,34,2696.39,1
242.16,47923,60317,0,3,8,0.99,0.11,9,153.66,0
174.11,24486,61374,0,2,50,0.79,0.24,8,341.1,0
4.16,101,124,35,40,229,0.97,0.08,2,1143.59,1
3.49,346,193,8,67,51,0.97,0.07,1,963.25,1
24.46,27604,93513,0,3,46,0.89,0.18,5,211.64,0
0.197,203,124,0,0,124,0.43,0.78,23,557.34,1
225.04,26477,23304,0,2,30,0.73,0.13,5,482.91,0
54.3,1141,82735,0,3,13,0.73,0.14,9,274.74,0
4.38,1221,282,15,12,50,0.95,0.05,2,104.95,1
118.58,28141,15934,0,1,14,0.73,0.1,1,207.05,0
2.85,852,431,23,44,166,0.93,0.03,1,486.24,1
2.17,353,254,46,35,359,0.92,0.03,1,1907.22,1
0.981,351,95,0,0,80,0.27,0.7,81,2881.96,1
133.66,24100,66780,0,2,36,0.91,0.28,4,477.83,0
258.61,9840,163,0,1,15,0.72,0.25,7,191.03,0
1.59,174,286,9,100,107,0.91,0.03,3,872.24,1
1.27,323,638,12,40,130,0.93,0.02,3,368.42,1
76.62,36960,26759,0,3,32,0.94,0.09,3,299.83,0
0.638,89,20,0,0,419,0.29,0.75,241,4293.64,1
0.283,59,18,0,0,739,0.02,0.95,129,4518.1,1
1.45,209,145,0,0,111,0.42,0.57,26,1750.17,1
6.93,1994,757,12,45,52,0.99,0.05,2,233.71,1
6.31,387,279,20,43,164,0.94,0.02,4,456.19,1
268.16,28923,55014,0,1,41,0.79,0.25,1,62.46,0
2.64,4553,1667,0,2,7,0.86,0.21,6,117.51,0
0.615,20,7,0,0,306,0.07,0.89,213,2285.24,1
4.26,335,174,13,41,79,0.88,0.02,2,762.07,1
3.92,187,269,25,89,60,0.95,0.02,3,1483.65,1
2.63,532,111,6,43,54,0.94,0.05,4,77.24,1
267.97,22323,49468,0,3,15,0.8,0.19,7,407.08,0
250.88,25893,86189,0,2,20,0.83,0.23,3,126.75,0
118.39,34708,52899,0,1,29,0.76,0.15,5,498.55,0
270.42,17438,36880,0,2,14,0.8,0.18,3,324.54,0
1.77,45345,27523,0,3,32,0.86,0.09,4,167.7,0
259.54,6194,11121,0,2,40,0.94,0.15,5,233.1,0
165.0,17183,50140,0,3,11,0.82,0.02,5,341.5,0
0.148,74,18,0,0,515,0.22,0.8,186,4649.0,1
230.07,30102,39576,0,3,43,0.71,0.11,5,311.53,0
1.821,352,142,0,0,458,0.14,0.86,97,1200.84,1
196.1,1393,6422,0,3,8,0.83,0.11,9,133.84,0
176.2,5741,18927,0,1,20,0.84,0.26,6,42.4,0
217.82,34291,74997,0,3,43,0.9,0.09,5,87.71,0
88.73,3676,31470,0,2,25,0.73,0.15,10,44.8,0
145.48,30096,17058,0,3,33,0.96,0.04,4,233.16,0
0.55,196,168,29,31,62,0.89,0.03,3,1014.8,1
297.63,35310,98105,0,3,45,0.93,0.12,5,463.58,0
256.69,38397,88513,0,2,35,0.84,0.2,10,463.42,0
208.55,27180,69123,0,1,37,1.0,0.06,2,400.3,0
282.74,6463,77117,0,1,20,0.86,0.29,2,278.39,0
9.38,1646,871,15,15,192,0.95,0.07,3,153.52,1
95.4,30753,65078,0,3,37,0.99,0.11,4,116.94,0
210.43,27593,28993,0,2,38,0.78,0.26,3,352.09,0
269.45,6201,44395,0,3,40,0.97,0.21,7,471.8,0
215.36,43971,34395,0,2,22,0.88,0.26,4,118.12,0
248.2,35830,4550,0,3,24,0.82,0.04,1,51.74,0
0.28,245,114,25,43,259,0.88,0.02,2,540.1,1
114.72,37755,26088,0,1,16,0.93,0.18,9,220.7,0
135.84,11745,46688,0,2,47,0.79,0.24,9,270.6,0
38.73,11432,27361,0,3,4,0.7,0.13,8,75.97,0
0.248,66,32,0,0,501,0.21,0.9,87,1137.92,1
0.305,53,50,0,0,621,0.11,0.84,100,606.37,1
1.04,63,78,30,100,145,0.88,0.03,1,167.77,1
105.51,16862,91933,0,2,25,0.93,0.23,7,347.41,0
144.5,41204,60474,0,3,22,0.84,0.24,1,419.2,0
160.12,48828,88712,0,2,50,0.98,0.25,6,178.32,0
11.08,42495,25148,0,2,23,0.96,0.01,6,143.88,0
167.3,18314,8004,0,1,39,0.89,0.13,2,221.3,0
2.02,95,168,6,59,103,0.84,0.09,1,296.7,1
52.06,3014,34874,0,3,32,0.88,0.28,8,264.13,0
1.66,119,87,21,86,129,0.83,0.02,1,539.74,1
3.2,451,208,49,89,499,0.91,0.05,2,351.15,1
28.14,36185,50226,0,3,25,0.8,0.19,4,17.32,0
12.6,38048,459,0,2,30,0.99,0.23,3,50.78,0
161.31,423,90309,0,1,17,0.96,0.01,1,474.1,0
1.708,429,94,0,0,58,0.28,0.75,63,924.37,1
4.69,222,105,9,47,236,0.92,0.04,3,1925.79,1
0.745,416,154,0,0,473,0.36,0.56,60,265.32,1
29.69,32303,16442,0,1,26,0.73,0.19,9,118.91,0
298.48,15599,59310,0,1,44,0.78,0.03,8,271.75,0
203.09,23230,26044,0,2,32,1.0,0.11,6,354.58,0
133.44,16035,18145,0,1,4,0.74,0.18,9,480.27,0
0.237,315,64,0,0,227,0.48,0.85,88,1258.93,1
59.53,3354,64840,0,2,3,1.0,0.13,2,231.86,0
2.69,161,110,44,27,461,0.84,0.05,3,1097.0,1
8.09,48379,54176,0,3,15,0.73,0.12,2,249.6,0
279.43,39612,78683,0,1,24,0.73,0.29,6,165.97,0
1.94,1916,648,24,7,172,0.98,0.03,1,484.29,1
11.8,10145,12493,0,2,28,0.79,0.02,8,436.3,0
9.3,1450,374,13,30,150,0.96,0.03,1,482.37,1
36.56,25292,8374,0,3,41,0.89,0.22,1,86.21,0
88.19,23474,43902,0,3,28,0.83,0.07,4,336.14,0
26.81,27640,76812,0,3,13,0.76,0.07,1,114.31,0
28.32,24274,33360,0,3,1,0.88,0.01,5,324.42,0
255.31,46261,20682,0,1,42,0.73,0.26,2,475.38,0
2.44,449,78,17,32,270,0.97,0.07,2,1987.8,1
3.24,1619,793,16,25,116,0.92,0.01,4,74.66,1
202.75,32899,54530,0,1,28,0.77,0.11,2,75.89,0
38.16,30483,49824,0,1,1,0.85,0.08,8,136.82,0
185.74,32173,79293,0,2,6,0.88,0.0,1,100.07,0
281.53,31696,50069,0,2,38,0.94,0.27,10,57.88,0
175.11,40775,9434,0,2,13,0.85,0.26,7,269.62,0
1.167,430,165,0,0,144,0.24,0.77,64,855.48,1
273.86,43906,49421,0,2,46,0.77,0.28,7,72.97,0
161.41,45771,19564,0,1,45,0.91,0.06,5,224.3,0
161.22,6212,74638,0,2,6,0.95,0.19,9,393.39,0
0.372,98,3,0,0,868,0.01,0.75,235,2439.1,1
8.07,1872,793,26,48,137,0.99,0.01,3,60.68,1
0.686,482,128,0,0,84,0.21,0.76,11,1105.71,1
173.82,21573,48909,0,3,4,0.81,0.0,1,301.12,0
4.53,711,835,8,25,105,0.99,0.05,1,341.07,1
140.1,20320,65291,0,1,6,0.98,0.15,4,115.42,0
21.02,6892,14631,0,3,41,0.73,0.0,6,461.6,0
1.25,39112,60037,0,2,44,0.9,0.08,6,345.94,0
158.14,9744,23814,0,2,14,0.96,0.22,3,233.17,0
0.74,67,293,6,62,188,0.84,0.1,2,1825.5,1
0.293,390,176,0,0,167,0.24,0.64,43,2121.57,1
0.75,472,275,15,36,173,0.99,0.02,2,1023.49,1
0.52,22871,83027,0,3,24,0.8,0.28,9,139.38,0
1.77,827,508,6,5,24,0.93,0.05,3,474.95,1
3.42,446,54,32,33,330,0.95,0.05,2,1467.32,1
264.87,46483,26814,0,3,6,1.0,0.01,5,300.11,0
0.802,38,28,0,0,453,0.18,0.85,155,4669.14,1
0.72,88,16,0,0,553,0.29,0.79,135,2119.59,1
277.15,27486,17888,0,2,12,0.86,0.03,8,107.9,0
0.309,449,126,0,0,92,0.26,0.73,68,1445.97,1
0.938,82,3,0,0,781,0.22,0.78,115,2246.73,1
6.68,693,970,22,34,102,0.92,0.05,3,109.07,1
1.2,78,82,36,34,112,0.94,0.03,2,1695.08,1
198.24,2228,53428,0,3,42,0.97,0.09,3,123.6,0
21.52,47346,83180,0,3,6,0.92,0.1,3,343.86,0
270.69,26890,57867,0,3,40,0.73,0.19,2,153.63,0
174.36,33881,95092,0,1,28,0.95,0.12,10,254.76,0
76.82,47563,26960,0,2,20,0.74,0.01,6,42.51,0
6.2,1545,805,24,41,122,0.94,0.02,3,354.27,1
82.55,34163,43818,0,3,33,0.94,0.11,9,269.9,0
5.49,991,880,26,34,24,0.97,0.06,4,290.54,1
1.01,525,252,20,37,92,0.98,0.06,5,117.4,1
55.34,2901,3132,0,2,9,0.72,0.21,2,392.47,0
20.44,11266,30593,0,1,40,0.71,0.2,8,236.29,0
66.62,45388,25589,0,2,8,0.94,0.07,8,310.82,0
6.99,43456,84396,0,3,23,0.74,0.05,4,426.98,0
259.03,36711,75318,0,1,13,0.82,0.16,10,201.72,0
117.36,33466,10433,0,2,18,0.88,0.01,1,113.61,0
246.71,4363,43902,0,2,48,0.82,0.06,2,238.11,0
36.96,36185,46423,0,3,44,0.71,0.16,9,245.29,0
22.48,6937,43294,0,3,19,0.87,0.1,5,17.98,0
1.168,297,126,0,0,299,0.19,0.71,50,689.73,1
123.39,29360,42259,0,2,37,0.88,0.08,10,446.38,0
9.28,992,136,4,44,144,0.93,0.09,5,50.65,1
255.12,7562,99474,0,1,17,0.86,0.06,10,59.5,0
0.107,26,30,0,0,564,0.19,0.97,254,1731.83,1
4.48,129,139,10,92,110,0.96,0.09,1,1340.76,1
178.6,15487,8746,0,3,29,0.86,0.22,5,428.27,0
113.57,43208,88775,0,3,10,0.97,0.22,7,284.5,0
147.65,21113,2642,0,1,4,0.99,0.01,2,148.24,0
9.8,1514,500,21,12,191,0.93,0.1,5,438.48,1
224.68,30231,23519,0,2,31,0.9,0.12,6,243.54,0
1.87,90,284,27,68,495,0.91,0.07,3,1762.99,1
8.91,739,897,29,33,154,1.0,0.08,4,139.73,1
0.876,310,66,0,0,249,0.27,0.76,29,2512.61,1
221.29,498,70078,0,2,20,0.88,0.05,10,153.05,0
0.474,68,4,0,0,151,0.04,0.88,159,3478.98,1
1.5,1453,272,17,38,50,0.92,0.07,1,257.64,1
281.06,8222,75490,0,2,47,0.92,0.25,6,424.03,0
19.34,17650,31849,0,1,44,0.72,0.21,10,342.17,0
1.95,299,119,39,76,268,0.97,0.06,3,842.61,1
21.89,2107,48727,0,3,28,0.75,0.14,2,288.98,0
200.65,28613,38027,0,1,21,0.76,0.04,8,107.13,0
0.129,88,13,0,0,639,0.1,0.94,109,1916.69,1
1.73,128,121,48,11,180,0.92,0.05,3,1399.91,1
229.14,40184,46486,0,3,7,0.74,0.13,5,312.2,0
0.242,69,37,0,0,931,0.22,0.78,182,1620.35,1
0.736,50,10,0,0,585,0.03,0.79,103,3812.21,1
1.43,35775,61325,0,1,1,0.86,0.17,8,71.28,0
68.56,1145,24441,0,2,19,0.95,0.25,9,424.87,0
0.661,54,37,0,0,793,0.28,0.99,172,3810.23,1
1.98,496,277,26,50,295,0.84,0.07,2,320.02,1
6.57,1783,412,12,42,70,0.93,0.07,2,73.6,1
231.59,15165,74784,0,1,16,0.8,0.24,1,438.54,0
274.44,804,27575,0,3,9,0.99,0.08,5,335.5,0
251.76,9122,66703,0,1,9,0.91,0.24,7,63.18,0
192.84,6560,75548,0,1,8,0.99,0.07,10,339.58,0
98.63,23292,14146,0,1,23,0.97,0.06,6,14.34,0
261.09,13965,81391,0,1,37,0.99,0.23,4,460.48,0
90.48,34085,45679,0,1,19,0.89,0.24,6,174.97,0
7.87,1602,884,27,46,94,1.0,0.01,2,91.28,1
0.61,142,64,17,60,300,0.98,0.06,3,236.83,1
175.15,47634,90283,0,3,2,0.88,0.08,10,293.04,0
239.52,23134,12955,0,1,17,0.75,0.01,7,377.19,0
3.64,1745,814,18,16,24,0.99,0.03,3,491.31,1
48.68,37483,24583,0,3,13,0.83,0.3,6,283.11,0
40.73,11106,57562,0,1,10,0.92,0.09,2,204.17,0
136.54,46644,14501,0,3,16,0.75,0.18,1,42.87,0
166.01,28464,76792,0,2,33,0.93,0.27,10,95.09,0
1.228,285,105,0,0,288,0.22,0.88,90,1562.82,1
30.78,33954,82548,0,1,50,0.96,0.26,1,175.04,0
129.03,36029,26616,0,2,36,0.74,0.16,10,286.65,0
0.492,486,50,0,0,496,0.32,0.68,80,1961.97,1
0.37,421,171,38,68,256,0.8,0.05,2,1235.91,1
245.16,27397,15899,0,1,48,0.9,0.18,1,320.6,0
2.97,1555,465,29,24,85,0.94,0.02,1,371.49,1
1.99,415,232,18,23,297,0.89,0.0,1,674.57,1
243.97,36817,37434,0,3,14,0.89,0.23,4,104.45,0
95.33,49939,5291,0,3,27,0.89,0.09,1,122.21,0
211.9,25699,67345,0,1,12,0.9,0.11,10,176.25,0
1.287,181,37,0,0,192,0.29,0.91,43,638.25,1
88.13,14063,392,0,3,41,0.87,0.07,5,465.26,0
153.81,6975,71678,0,2,50,0.77,0.17,7,351.37,0
22.93,33942,79735,0,1,26,0.92,0.01,6,177.43,0
4.49,263,383,16,34,163,0.94,0.02,1,395.77,1
0.552,80,44,0,0,339,0.14,0.99,77,4886.16,1
0.57,172,8,0,0,240,0.44,0.57,99,445.57,1
0.336,89,33,0,0,359,0.08,0.81,105,2286.14,1
279.43,31331,41239,0,2,14,0.97,0.08,4,254.51,0
17.48,20496,79227,0,1,8,0.96,0.19,10,150.55,0
37.15,7581,92666,0,2,41,0.81,0.16,7,366.17,0
5.32,863,970,16,16,162,0.99,0.03,1,399.49,1
9.64,1308,860,18,26,39,0.97,0.05,5,203.39,1
4.39,948,781,29,43,109,0.96,0.07,2,90.84,1
0.507,475,72,0,0,278,0.31,0.76,99,1682.5,1
4.3,439,99,41,27,374,0.81,0.08,1,622.03,1
5.81,529,152,25,35,107,1.0,0.09,5,102.09,1
6.58,1659,603,27,37,102,1.0,0.09,3,351.2,1
54.62,1133,93770,0,2,17,0.87,0.05,10,356.02,0
1.41,98,276,30,92,131,0.93,0.07,3,1291.86,1
122.94,34314,38177,0,2,11,0.9,0.12,9,390.47,0
4.92,14297,37143,0,3,2,0.8,0.01,2,350.49,0
152.71,22664,45492,0,3,48,0.72,0.22,2,167.27,0
0.34,28,22,0,0,164,0.15,0.9,123,4053.89,1
27.79,31305,67174,0,2,4,0.98,0.3,3,66.65,0
0.032,94,24,0,0,527,0.12,0.83,161,1285.86,1
190.91,2674,70066,0,3,32,0.98,0.18,10,58.06,0
0.352,356,61,0,0,263,0.41,0.8,49,2197.68,1
1.466,494,138,0,0,151,0.33,0.74,100,1709.39,1
0.14,494,223,28,29,87,1.0,0.09,2,1385.26,1
263.76,33706,59795,0,3,46,0.92,0.08,4,155.22,0
192.4,15165,63165,0,3,47,0.72,0.03,6,160.38,0
189.85,4311,59004,0,1,3,0.99,0.08,7,153.8,0
10.92,39958,4976,0,1,30,0.94,0.2,7,449.75,0
119.55,45680,92409,0,2,18,0.89,0.29,1,432.96,0
0.871,85,29,0,0,369,0.18,0.84,73,1918.02,1
113.41,30423,96547,0,2,31,0.83,0.24,4,319.97,0
68.7,29241,91952,0,1,7,0.75,0.04,10,285.76,0
0.916,153,141,0,0,330,0.27,0.89,80,2124.43,1
298.34,16395,79294,0,3,35,0.74,0.02,9,21.83,0
0.008,20,16,0,0,466,0.21,0.74,206,3266.03,1
78.08,33673,77265,0,3,31,0.98,0.0,4,108.78,0
1.22,500,268,26,97,146,0.92,0.08,1,1542.11,1
0.215,76,49,0,0,498,0.26,0.72,51,2241.92,1
168.51,34334,18885,0,2,6,0.71,0.22,3,108.25,0
73.34,40972,47228,0,1,18,0.93,0.14,6,47.79,0
232.22,34568,86788,0,3,6,0.8,0.1,1,129.4,0
286.27,24062,2363,0,2,45,0.73,0.13,3,481.79,0
59.92,18924,42196,0,2,42,0.72,0.23,10,123.79,0
0.406,342,121,0,0,380,0.22,0.59,91,1351.44,1
2.42,49056,56546,0,1,9,0.81,0.21,9,283.77,0
1.476,115,2,0,0,297,0.2,0.76,75,617.1,1
254.08,23035,94678,0,2,5,0.94,0.22,1,404.63,0
0.33,67,19,0,0,222,0.1,0.97,205,716.7,1
61.35,19505,3413,0,1,42,0.89,0.13,6,237.82,0
124.37,14692,54921,0,3,36,0.72,0.18,9,38.71,0
219.95,35255,69989,0,1,25,0.79,0.18,1,139.96,0
4.27,150,183,10,35,306,0.99,0.03,3,410.34,1
155.61,44425,84980,0,1,11,0.88,0.17,4,142.4,0
0.465,57,50,0,0,445,0.24,0.93,165,3821.39,1
0.088,421,150,0,0,146,0.17,1.0,10,306.23,1
253.32,6896,54629,0,3,31,0.94,0.2,3,309.55,0
6.29,1121,177,25,23,66,0.97,0.07,2,349.05,1
90.89,5255,72621,0,1,49,0.98,0.27,6,467.92,0
87.29,28094,190,0,2,38,0.94,0.06,7,137.18,0
1.687,105,192,0,0,474,0.46,0.79,43,1541.62,1
120.5,19355,932,0,3,25,0.71,0.07,7,83.74,0
1.805,422,64,0,0,158,0.17,0.61,72,1276.45,1
0.034,170,21,0,0,472,0.44,0.9,96,1721.72,1
84.54,38530,94273,0,1,8,0.85,0.06,2,379.04,0
277.92,15591,21898,0,2,32,0.84,0.26,1,90.67,0
4.21,966,754,5,11,123,0.96,0.1,4,324.55,1
138.49,17002,99793,0,1,47,0.81,0.1,7,262.32,0
0.677,230,184,0,0,127,0.29,0.96,67,2077.74,1
0.685,51,18,0,0,803,0.19,0.74,96,1530.0,1
57.38,23320,90607,0,2,1,0.94,0.13,2,385.31,0
240.44,43850,69716,0,3,39,0.8,0.23,8,310.2,0
0.372,247,28,0,0,164,0.37,0.93,83,1243.57,1
237.87,15143,42698,0,3,35,0.85,0.04,10,447.96,0
1.045,136,144,0,0,54,0.2,0.56,19,527.26,1
74.01,7081,3423,0,1,30,0.94,0.0,2,227.81,0
1.81,1207,791,9,9,154,0.99,0.06,1,245.35,1
81.5,9540,81560,0,1,28,0.83,0.28,7,313.64,0
95.05,35969,41978,0,1,35,0.73,0.08,4,457.1,0
1.09,425,111,42,52,362,0.93,0.02,2,1125.77,1
83.86,33817,44317,0,2,12,0.78,0.24,8,388.28,0
174.99,32101,32541,0,2,8,0.71,0.01,5,419.33,0
4.34,704,127,26,6,132,0.92,0.05,4,451.93,1
264.77,9637,67387,0,2,47,0.89,0.28,10,260.93,0
293.85,14663,49728,0,1,8,0.75,0.22,5,298.53,0
189.64,17774,26604,0,2,9,0.71,0.17,5,76.89,0
0.016,75,43,0,0,352,0.11,0.97,225,1931.7,1
234.28,33404,76316,0,3,23,0.98,0.11,10,25.97,0
0.6,442,224,12,21,225,0.93,0.06,2,269.73,1
0.212,372,99,0,0,439,0.5,0.64,35,881.72,1
0.699,26,2,0,0,119,0.27,0.88,81,2883.52,1
1.887,219,165,0,0,452,0.12,0.71,88,2159.63,1
0.329,47,7,0,0,621,0.28,0.77,235,2982.04,1
70.14,49654,35930,0,2,29,0.97,0.02,6,80.51,0
55.83,41392,53121,0,2,5,0.7,0.12,4,92.24,0
40.91,31480,86196,0,1,46,0.79,0.0,3,159.76,0
231.07,135,73012,0,3,37,0.87,0.26,1,171.64,0
1.48,179,124,14,100,490,0.95,0.01,3,1877.65,1
2.54,1398,465,26,24,21,0.97,0.08,5,365.89,1
182.75,47580,50474,0,2,40,0.9,0.09,10,38.16,0
0.698,77,30,0,0,425,0.28,0.78,84,3726.49,1
54.85,41056,27650,0,2,45,0.78,0.27,4,411.76,0
292.42,40104,23430,0,2,7,0.99,0.2,6,101.11,0
240.31,12792,60140,0,1,28,0.79,0.2,1,188.28,0
6.24,1304,102,26,48,181,0.97,0.04,4,211.08,1
177.79,26149,77281,0,1,20,0.77,0.24,3,297.95,0
3.0,119,177,5,76,103,0.83,0.05,1,1548.85,1
230.61,29345,37951,0,3,12,0.74,0.04,4,11.73,0
174.37,38142,15959,0,2,11,0.82,0.05,2,416.14,0
0.479,493,164,0,0,208,0.47,0.73,25,523.68,1
8.29,28912,16236,0,2,2,0.83,0.22,4,196.4,0
239.18,14349,43348,0,3,34,1.0,0.08,5,90.16,0
0.287,87,1,0,0,507,0.2,0.89,117,1753.96,1
223.34,12803,49616,0,3,7,0.99,0.26,9,450.62,0
1.27,1536,909,23,44,81,0.98,0.02,4,143.07,1
0.856,250,22,0,0,78,0.3,0.99,89,2051.07,1
2.75,1128,367,21,50,194,1.0,0.09,1,232.79,1
221.68,42996,72819,0,3,21,0.78,0.05,9,426.57,0
1.049,465,58,0,0,323,0.45,0.62,45,2759.55,1
0.063,99,4,0,0,623,0.14,0.84,51,1704.94,1
143.22,18780,84905,0,1,2,0.92,0.18,1,371.29,0
0.518,180,40,0,0,252,0.14,0.86,26,2489.52,1
1.83,334,65,45,82,381,0.9,0.08,1,985.87,1
78.83,14558,83115,0,2,27,0.83,0.07,7,203.01,0
176.96,36380,8093,0,2,34,0.83,0.16,8,290.63,0
0.84,1763,144,21,39,33,0.98,0.06,2,418.98,1
3.36,450,124,11,20,377,0.91,0.04,3,286.48,1
170.38,49729,25418,0,1,40,0.96,0.27,7,262.49,0
0.924,96,38,0,0,820,0.18,0.7,227,599.16,1
0.86,199,60,35,96,327,0.83,0.04,2,1495.88,1
240.32,28224,2036,0,2,5,0.92,0.12,7,235.25,0
1.263,319,24,0,0,478,0.13,0.7,76,510.66,1
221.71,5584,49093,0,3,31,0.79,0.25,3,185.22,0
2.38,117,277,49,30,375,0.9,0.07,3,296.2,1
0.863,56,21,0,0,316,0.18,0.92,53,4312.63,1
176.65,31912,75561,0,3,39,0.74,0.26,2,400.51,0
251.8,32961,14268,0,1,14,0.92,0.11,4,438.09,0
123.4,43322,68108,0,3,18,0.83,0.06,3,111.32,0
122.31,15418,2540,0,2,36,0.99,0.2,4,383.86,0
221.22,23415,14077,0,1,50,0.73,0.22,8,173.33,0
30.22,26553,98705,0,1,20,0.98,0.13,6,141.83,0
25.82,668,7014,0,2,6,0.79,0.27,4,374.36,0
4.76,449,52,48,67,132,0.89,0.07,1,1103.15,1
4.98,30894,12567,0,2,47,0.79,0.1,6,206.17,0
0.719,204,176,0,0,245,0.47,0.5,50,2302.41,1
90.95,12436,46206,0,3,4,0.95,0.21,7,371.88,0
183.02,254,12035,0,3,11,0.75,0.24,2,198.92,0
175.29,33054,69715,0,1,4,0.99,0.02,3,43.58,0
1.19,275,201,42,78,291,0.8,0.0,3,1945.07,1
0.018,85,18,0,0,933,0.03,0.85,189,3322.32,1
236.28,45213,26450,0,1,42,0.86,0.18,3,219.29,0
23.56,40081,11692,0,1,31,0.89,0.2,2,345.2,0
278.14,30322,71643,0,1,25,0.93,0.25,2,77.92,0
33.67,39455,14471,0,1,29,0.8,0.07,6,164.38,0
13.59,1463,38665,0,2,1,0.72,0.19,2,107.65,0
241.25,11842,1210,0,3,10,0.84,0.11,3,48.09,0
1.913,344,165,0,0,493,0.45,0.93,35,1827.99,1
242.54,14593,30804,0,2,24,0.71,0.15,10,112.45,0
195.42,19497,39309,0,3,21,0.93,0.01,1,234.25,0
6.5,1602,962,19,9,22,0.93,0.09,5,333.43,1
20.16,25468,51464,0,1,10,0.87,0.24,4,470.05,0
250.21,44281,98387,0,3,23,0.85,0.18,8,187.44,0
119.85,46245,44949,0,2,18,0.99,0.14,4,415.37,0
1.35,865,831,4,7,155,0.94,0.06,3,308.89,1
293.9,18358,70922,0,2,33,0.83,0.13,1,257.04,0
146.41,42845,74985,0,1,36,0.88,0.22,4,128.73,0
182.18,4338,59879,0,2,24,0.81,0.05,5,156.48,0
208.65,27998,81790,0,1,30,0.85,0.17,8,198.51,0
9.63,1349,809,17,34,57,0.92,0.08,4,398.68,1
0.064,30,18,0,0,721,0.13,0.76,56,3040.39,1
0.976,323,66,0,0,296,0.31,0.93,49,1660.86,1
140.72,33336,57075,0,2,2,0.71,0.01,5,444.04,0
0.186,26,17,0,0,174,0.0,0.79,196,2326.18,1
0.43,474,192,50,13,452,0.81,0.03,1,257.52,1
128.31,25161,42788,0,3,36,0.92,0.24,10,256.44,0
251.73,5399,15295,0,3,33,0.91,0.05,4,419.05,0
3.29,1449,928,29,37,191,0.92,0.02,2,65.65,1
256.79,18191,10138,0,3,29,0.97,0.12,9,226.58,0
198.02,9838,58629,0,3,31,0.8,0.17,9,194.83,0
90.15,37526,60322,0,1,17,0.79,0.27,4,27.96,0
0.539,68,22,0,0,284,0.22,0.77,59,2710.2,1
